composition,L,sweep,n_replicas,resolved_all,resolved_x,resolved_y,mean_length_x,mean_length_y,mean_length,standard_error,length_over_L
0.5,96,226,16,True,16,16,1.3378228473298253,1.3275501698738195,1.3326865086018223,0.006050480931564803,0.013882151131268982
0.5,96,269,16,True,16,16,1.3701116055670317,1.3690691172659761,1.369590361416504,0.005977696690050423,0.014266566264755249
0.5,96,321,16,True,16,16,1.4129634767198462,1.4110663288493184,1.4120149027845823,0.005332814085904026,0.014708488570672732
0.5,96,382,16,True,16,16,1.4588238943143166,1.4551954894670096,1.4570096918906634,0.006158057715250704,0.015177184290527744
0.5,96,455,16,True,16,16,1.5057952111198911,1.5030070443285672,1.504401127724229,0.006916775177953249,0.01567084508046072
0.5,96,542,16,True,16,16,1.5521772218994316,1.546288057756004,1.5492326398277179,0.0073351232623754,0.016137839998205394
0.5,96,646,16,True,16,16,1.615236694000346,1.592874218492727,1.6040554562465363,0.008201252444072538,0.016708911002568088
0.5,96,769,16,True,16,16,1.6692442998053187,1.6414129014659877,1.6553286006356531,0.008982322293544329,0.017243006256621386
0.5,96,916,16,True,16,16,1.723209313654326,1.701065797146807,1.7121375554005662,0.011180774289505771,0.017834766202089233
0.5,96,1091,16,True,16,16,1.7969387562191537,1.7513744821146777,1.7741566191669156,0.01034892785517206,0.01848079811632204
0.5,96,1300,16,True,16,16,1.8263295611837935,1.807379482284166,1.8168545217339798,0.008502121413702738,0.018925567934728955
0.5,96,1548,16,True,16,16,1.8992677140334266,1.8787915353448423,1.8890296246891347,0.01050659376879587,0.019677391923845152
0.5,96,1844,16,True,16,16,1.954716024710315,1.9586286727329183,1.9566723487216164,0.011212908406245859,0.020382003632516837
0.5,96,2197,16,True,16,16,2.031559854183505,2.0348420112949572,2.0332009327392315,0.01192999646680003,0.021179176382700327
0.5,96,2617,16,True,16,16,2.1134564767807724,2.129223403131439,2.1213399399561057,0.010926582297109652,0.022097291041209433
0.5,96,3117,16,True,16,16,2.2032535121935832,2.2059978943894656,2.2046257032915246,0.0077596296179415405,0.02296485107595338
0.5,96,3712,16,True,16,16,2.294625791451409,2.299042893176195,2.2968343423138013,0.011304273967083795,0.02392535773243543
0.5,96,4421,16,True,16,16,2.3887412096975496,2.395400886947975,2.3920710483227627,0.01081749222780193,0.024917406753362112
0.5,96,5266,16,True,16,16,2.4627276730228482,2.498925011447639,2.480826342235244,0.014299211640839953,0.02584194106495046
0.5,96,6273,16,True,16,16,2.5570550273750268,2.6149134863096424,2.5859842568423344,0.014829230147123843,0.026937336008774317
